start_station_id,time_idx,tempmax,humidity,precip,precipcover,cloudcover,windspeed,visibility,sealevelpressure,uvindex,sunset_minutes,month,weekday,year,snow,snowdepth,total_rentals
31258.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,75
31266.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,32
31281.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,24
31288.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,76
31289.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,51
31600.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,43
31603.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,67
31613.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,31
31623.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,18
31627.0,16.0,19.9,72.6,0.0,0.0,71.1,19.7,16.0,1021.4,1,1216,5,6,2020,0.0,0.0,31
31101.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,20
31125.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,16
31200.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,14
31201.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,22
31202.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,12
31203.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,12
31214.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,12
31229.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,24
31247.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,28
31248.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,19
31258.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,35
31266.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,26
31281.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,14
31288.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,26
31289.0,17.0,19.9,77.4,0.0,0.0,96.6,27.8,14.5,1017.3,1,1217,5,0,2020,0.0,0.0,25
